conid,candidate_date,sf1_datekey,staleness_days,staleness_flag,identity_tier,is_alias,coverage_status,reason_code,revenue,netinc,eps,fcf,roe,grossmargin,netmargin,debt,de,assets,equity,ticker,mle_rank,irc_rank,source_signal_label
270639,2026-04-28,2026-04-24,4,,MATCHED_STRONG,False,OK,,53763000000.0,-3174000000.0,-0.63,-3119000000.0,-0.03,0.354,-0.059,45031000000.0,0.721,205332000000.0,111394000000.0,INTC,2,1,MLE_TOP10xIRC_TOP10_20d
8677881,2026-04-28,2026-02-09,78,,MATCHED_STRONG,False,OK,,5995400000.0,121000000.0,0.29,1450800000.0,0.015,0.331,0.02,3004800000.0,0.63,12524100000.0,7673300000.0,ON,3,1,MLE_TOP10xIRC_TOP10_20d
4391,2026-04-29,2026-02-04,84,,MATCHED_STRONG,False,OK,,34639000000.0,4335000000.0,2.67,6697000000.0,0.072,0.495,0.125,3847000000.0,0.221,76926000000.0,62999000000.0,AMD,5,1,MLE_TOP10xIRC_TOP10_20d
13096,2026-04-29,2026-04-24,5,,MATCHED_STRONG,False,OK,,18438000000.0,5367000000.0,5.87,3721000000.0,0.325,0.573,0.291,14050000000.0,1.05,34393000000.0,16778000000.0,TXN,6,1,MLE_TOP10xIRC_TOP10_20d
270639,2026-04-29,2026-04-24,5,,MATCHED_STRONG,False,OK,,53763000000.0,-3174000000.0,-0.63,-3119000000.0,-0.03,0.354,-0.059,45031000000.0,0.721,205332000000.0,111394000000.0,INTC,1,1,MLE_TOP10xIRC_TOP10_20d
8677881,2026-04-29,2026-02-09,79,,MATCHED_STRONG,False,OK,,5995400000.0,121000000.0,0.29,1450800000.0,0.015,0.331,0.02,3004800000.0,0.63,12524100000.0,7673300000.0,ON,4,1,MLE_TOP10xIRC_TOP10_20d
72529783,2026-04-29,2026-02-18,70,,MATCHED_STRONG,False,OK,,4209147000.0,159554000.0,2.73,271206000.0,0.062,0.383,0.038,1498263000.0,1.115,5573679000.0,2632422000.0,GNRC,9,3,MLE_TOP10xIRC_TOP10_20d
77791077,2026-04-29,2026-04-28,1,,MATCHED_NAME_VERIFIED,False,OK,,12615000000.0,2653000000.0,10.5,2712000000.0,0.261,0.55,0.21,11724000000.0,1.45,27113000000.0,10927000000.0,NXPI,3,1,MLE_TOP10xIRC_TOP10_20d
4391,2026-04-30,2026-02-04,85,,MATCHED_STRONG,False,OK,,34639000000.0,4335000000.0,2.67,6697000000.0,0.072,0.495,0.125,3847000000.0,0.221,76926000000.0,62999000000.0,AMD,5,1,MLE_TOP10xIRC_TOP10_20d
13096,2026-04-30,2026-04-24,6,,MATCHED_STRONG,False,OK,,18438000000.0,5367000000.0,5.87,3721000000.0,0.325,0.573,0.291,14050000000.0,1.05,34393000000.0,16778000000.0,TXN,8,1,MLE_TOP10xIRC_TOP10_20d
270639,2026-04-30,2026-04-24,6,,MATCHED_STRONG,False,OK,,53763000000.0,-3174000000.0,-0.63,-3119000000.0,-0.03,0.354,-0.059,45031000000.0,0.721,205332000000.0,111394000000.0,INTC,1,1,MLE_TOP10xIRC_TOP10_20d
273544,2026-04-30,2026-04-29,1,,MATCHED_STRONG,False,OK,,44487000000.0,9923000000.0,9.37,12516000000.0,0.402,0.548,0.223,15270000000.0,1.095,57136000000.0,27278000000.0,QCOM,4,1,MLE_TOP10xIRC_TOP10_20d
8677881,2026-04-30,2026-02-09,80,,MATCHED_STRONG,False,OK,,5995400000.0,121000000.0,0.29,1450800000.0,0.015,0.331,0.02,3004800000.0,0.63,12524100000.0,7673300000.0,ON,7,1,MLE_TOP10xIRC_TOP10_20d
72529783,2026-04-30,2026-02-18,71,,MATCHED_STRONG,False,OK,,4209147000.0,159554000.0,2.73,271206000.0,0.062,0.383,0.038,1498263000.0,1.115,5573679000.0,2632422000.0,GNRC,9,3,MLE_TOP10xIRC_TOP10_20d
77791077,2026-04-30,2026-04-28,2,,MATCHED_NAME_VERIFIED,False,OK,,12615000000.0,2653000000.0,10.5,2712000000.0,0.261,0.55,0.21,11724000000.0,1.45,27113000000.0,10927000000.0,NXPI,3,1,MLE_TOP10xIRC_TOP10_20d
491932113,2026-04-30,2026-04-29,1,,MATCHED_NAME_VERIFIED,False,OK,,11010000000.0,2378000000.0,10.99,2412000000.0,9.164,0.415,0.216,3863000000.0,7.121,8892000000.0,1095000000.0,STX,6,10,MLE_TOP10xIRC_TOP10_20d
4391,2026-05-01,2026-02-04,86,,MATCHED_STRONG,False,OK,,34639000000.0,4335000000.0,2.67,6697000000.0,0.072,0.495,0.125,3847000000.0,0.221,76926000000.0,62999000000.0,AMD,6,1,MLE_TOP10xIRC_TOP10_20d
13096,2026-05-01,2026-04-24,7,,MATCHED_STRONG,False,OK,,18438000000.0,5367000000.0,5.87,3721000000.0,0.325,0.573,0.291,14050000000.0,1.05,34393000000.0,16778000000.0,TXN,9,1,MLE_TOP10xIRC_TOP10_20d
270639,2026-05-01,2026-04-24,7,,MATCHED_STRONG,False,OK,,53763000000.0,-3174000000.0,-0.63,-3119000000.0,-0.03,0.354,-0.059,45031000000.0,0.721,205332000000.0,111394000000.0,INTC,1,1,MLE_TOP10xIRC_TOP10_20d
273544,2026-05-01,2026-04-29,2,,MATCHED_STRONG,False,OK,,44487000000.0,9923000000.0,9.37,12516000000.0,0.402,0.548,0.223,15270000000.0,1.095,57136000000.0,27278000000.0,QCOM,5,1,MLE_TOP10xIRC_TOP10_20d
8677881,2026-05-01,2026-02-09,81,,MATCHED_STRONG,False,OK,,5995400000.0,121000000.0,0.29,1450800000.0,0.015,0.331,0.02,3004800000.0,0.63,12524100000.0,7673300000.0,ON,7,1,MLE_TOP10xIRC_TOP10_20d
72529783,2026-05-01,2026-02-18,72,,MATCHED_STRONG,False,OK,,4209147000.0,159554000.0,2.73,271206000.0,0.062,0.383,0.038,1498263000.0,1.115,5573679000.0,2632422000.0,GNRC,10,4,MLE_TOP10xIRC_TOP10_20d
77791077,2026-05-01,2026-04-28,3,,MATCHED_NAME_VERIFIED,False,OK,,12615000000.0,2653000000.0,10.5,2712000000.0,0.261,0.55,0.21,11724000000.0,1.45,27113000000.0,10927000000.0,NXPI,3,1,MLE_TOP10xIRC_TOP10_20d
491932113,2026-05-01,2026-04-29,2,,MATCHED_NAME_VERIFIED,False,OK,,11010000000.0,2378000000.0,10.99,2412000000.0,9.164,0.415,0.216,3863000000.0,7.121,8892000000.0,1095000000.0,STX,4,10,MLE_TOP10xIRC_TOP10_20d
4391,2026-05-04,2026-02-04,89,,MATCHED_STRONG,False,OK,,34639000000.0,4335000000.0,2.67,6697000000.0,0.072,0.495,0.125,3847000000.0,0.221,76926000000.0,62999000000.0,AMD,7,1,MLE_TOP10xIRC_TOP10_20d
9939,2026-05-04,2026-03-19,46,,MATCHED_STRONG,False,OK,,58119000000.0,24111000000.0,21.46,10281000000.0,0.408,0.584,0.415,10798000000.0,0.401,101509000000.0,72459000000.0,MU,5,1,MLE_TOP10xIRC_TOP10_20d
13096,2026-05-04,2026-04-24,10,,MATCHED_STRONG,False,OK,,18438000000.0,5367000000.0,5.87,3721000000.0,0.325,0.573,0.291,14050000000.0,1.05,34393000000.0,16778000000.0,TXN,9,1,MLE_TOP10xIRC_TOP10_20d
270639,2026-05-04,2026-04-24,10,,MATCHED_STRONG,False,OK,,53763000000.0,-3174000000.0,-0.63,-3119000000.0,-0.03,0.354,-0.059,45031000000.0,0.721,205332000000.0,111394000000.0,INTC,1,1,MLE_TOP10xIRC_TOP10_20d
273544,2026-05-04,2026-04-29,5,,MATCHED_STRONG,False,OK,,44487000000.0,9923000000.0,9.37,12516000000.0,0.402,0.548,0.223,15270000000.0,1.095,57136000000.0,27278000000.0,QCOM,8,1,MLE_TOP10xIRC_TOP10_20d
8677881,2026-05-04,2026-05-04,0,,MATCHED_STRONG,False,OK,,6063000000.0,573700000.0,1.4,1214300000.0,0.074,0.375,0.095,3006500000.0,0.642,12010800000.0,7301700000.0,ON,10,1,MLE_TOP10xIRC_TOP10_20d
77791077,2026-05-04,2026-04-28,6,,MATCHED_NAME_VERIFIED,False,OK,,12615000000.0,2653000000.0,10.5,2712000000.0,0.261,0.55,0.21,11724000000.0,1.45,27113000000.0,10927000000.0,NXPI,4,1,MLE_TOP10xIRC_TOP10_20d
491932113,2026-05-04,2026-04-29,5,,MATCHED_NAME_VERIFIED,False,OK,,11010000000.0,2378000000.0,10.99,2412000000.0,9.164,0.415,0.216,3863000000.0,7.121,8892000000.0,1095000000.0,STX,3,6,MLE_TOP10xIRC_TOP10_20d
4391,2026-05-05,2026-02-04,90,,MATCHED_STRONG,False,OK,,34639000000.0,4335000000.0,2.67,6697000000.0,0.072,0.495,0.125,3847000000.0,0.221,76926000000.0,62999000000.0,AMD,8,1,MLE_TOP10xIRC_TOP10_20d
9939,2026-05-05,2026-03-19,47,,MATCHED_STRONG,False,OK,,58119000000.0,24111000000.0,21.46,10281000000.0,0.408,0.584,0.415,10798000000.0,0.401,101509000000.0,72459000000.0,MU,2,1,MLE_TOP10xIRC_TOP10_20d
270639,2026-05-05,2026-04-24,11,,MATCHED_STRONG,False,OK,,53763000000.0,-3174000000.0,-0.63,-3119000000.0,-0.03,0.354,-0.059,45031000000.0,0.721,205332000000.0,111394000000.0,INTC,1,1,MLE_TOP10xIRC_TOP10_20d
271568,2026-05-05,2026-02-05,89,,MATCHED_STRONG,False,OK,,4372400000.0,-68800000.0,-0.3,819900000.0,-0.023,0.554,-0.035,5366000000.0,1.184,14325500000.0,6560400000.0,MCHP,10,1,MLE_TOP10xIRC_TOP10_20d
273544,2026-05-05,2026-04-29,6,,MATCHED_STRONG,False,OK,,44487000000.0,9923000000.0,9.37,12516000000.0,0.402,0.548,0.223,15270000000.0,1.095,57136000000.0,27278000000.0,QCOM,4,1,MLE_TOP10xIRC_TOP10_20d
72529783,2026-05-05,2026-05-05,0,,MATCHED_STRONG,False,OK,,4326391000.0,188967000.0,3.25,333825000.0,0.072,0.381,0.044,1487231000.0,1.091,5593263000.0,2674692000.0,GNRC,9,5,MLE_TOP10xIRC_TOP10_20d
77791077,2026-05-05,2026-04-28,7,,MATCHED_NAME_VERIFIED,False,OK,,12615000000.0,2653000000.0,10.5,2712000000.0,0.261,0.55,0.21,11724000000.0,1.45,27113000000.0,10927000000.0,NXPI,6,1,MLE_TOP10xIRC_TOP10_20d
491932113,2026-05-05,2026-04-29,6,,MATCHED_NAME_VERIFIED,False,OK,,11010000000.0,2378000000.0,10.99,2412000000.0,9.164,0.415,0.216,3863000000.0,7.121,8892000000.0,1095000000.0,STX,3,4,MLE_TOP10xIRC_TOP10_20d
4391,2026-05-06,2026-05-06,0,,MATCHED_STRONG,False,OK,,37454000000.0,5009000000.0,3.08,8536000000.0,0.081,0.503,0.134,3871000000.0,0.235,79642000000.0,64462000000.0,AMD,4,1,MLE_TOP10xIRC_TOP10_20d
9939,2026-05-06,2026-03-19,48,,MATCHED_STRONG,False,OK,,58119000000.0,24111000000.0,21.46,10281000000.0,0.408,0.584,0.415,10798000000.0,0.401,101509000000.0,72459000000.0,MU,5,1,MLE_TOP10xIRC_TOP10_20d
270639,2026-05-06,2026-04-24,12,,MATCHED_STRONG,False,OK,,53763000000.0,-3174000000.0,-0.63,-3119000000.0,-0.03,0.354,-0.059,45031000000.0,0.721,205332000000.0,111394000000.0,INTC,1,1,MLE_TOP10xIRC_TOP10_20d
273544,2026-05-06,2026-04-29,7,,MATCHED_STRONG,False,OK,,44487000000.0,9923000000.0,9.37,12516000000.0,0.402,0.548,0.223,15270000000.0,1.095,57136000000.0,27278000000.0,QCOM,3,1,MLE_TOP10xIRC_TOP10_20d
77791077,2026-05-06,2026-04-28,8,,MATCHED_NAME_VERIFIED,False,OK,,12615000000.0,2653000000.0,10.5,2712000000.0,0.261,0.55,0.21,11724000000.0,1.45,27113000000.0,10927000000.0,NXPI,7,1,MLE_TOP10xIRC_TOP10_20d
491932113,2026-05-06,2026-04-29,7,,MATCHED_NAME_VERIFIED,False,OK,,11010000000.0,2378000000.0,10.99,2412000000.0,9.164,0.415,0.216,3863000000.0,7.121,8892000000.0,1095000000.0,STX,6,4,MLE_TOP10xIRC_TOP10_20d
4391,2026-05-07,2026-05-06,1,,MATCHED_STRONG,False,OK,,37454000000.0,5009000000.0,3.08,8536000000.0,0.081,0.503,0.134,3871000000.0,0.235,79642000000.0,64462000000.0,AMD,6,1,MLE_TOP10xIRC_TOP10_20d
9939,2026-05-07,2026-03-19,49,,MATCHED_STRONG,False,OK,,58119000000.0,24111000000.0,21.46,10281000000.0,0.408,0.584,0.415,10798000000.0,0.401,101509000000.0,72459000000.0,MU,4,1,MLE_TOP10xIRC_TOP10_20d
270639,2026-05-07,2026-04-24,13,,MATCHED_STRONG,False,OK,,53763000000.0,-3174000000.0,-0.63,-3119000000.0,-0.03,0.354,-0.059,45031000000.0,0.721,205332000000.0,111394000000.0,INTC,1,1,MLE_TOP10xIRC_TOP10_20d
273544,2026-05-07,2026-04-29,8,,MATCHED_STRONG,False,OK,,44487000000.0,9923000000.0,9.37,12516000000.0,0.402,0.548,0.223,15270000000.0,1.095,57136000000.0,27278000000.0,QCOM,2,1,MLE_TOP10xIRC_TOP10_20d
1035459,2026-05-07,2026-05-05,2,,MATCHED_STRONG,False,OK,,13835088000.0,781416000.0,10.93,1492698000.0,-1.331,0.324,0.056,13220841000.0,-21.775,17499365000.0,-755496000.0,DVA,9,9,MLE_TOP10xIRC_TOP10_20d
13878278,2026-05-07,2026-04-28,9,,MATCHED_STRONG,False,OK,,198101000000.0,-6444000000.0,-13.12,7112000000.0,-0.287,0.072,-0.033,16371000000.0,2.784,81175000000.0,21427000000.0,CNC,5,9,MLE_TOP10xIRC_TOP10_20d
70236214,2026-05-07,2026-02-25,71,,MATCHED_STRONG,False,OK,,6799600000.0,1853400000.0,2.45,2225800000.0,1.236,0.805,0.273,996300000.0,7.395,10389200000.0,1237500000.0,FTNT,7,3,MLE_TOP10xIRC_TOP10_20d
383858515,2026-05-07,2026-05-07,0,,MATCHED_STRONG,False,OK,,3672031000.0,135673000.0,0.39,959417000.0,0.038,0.799,0.037,1285052000.0,0.743,6952012000.0,3988222000.0,DDOG,3,6,MLE_TOP10xIRC_TOP10_20d
491932113,2026-05-07,2026-04-29,8,,MATCHED_NAME_VERIFIED,False,OK,,11010000000.0,2378000000.0,10.99,2412000000.0,9.164,0.415,0.216,3863000000.0,7.121,8892000000.0,1095000000.0,STX,8,3,MLE_TOP10xIRC_TOP10_20d
731466419,2026-05-07,2026-02-06,90,,MATCHED_STRONG,False,OK,,28057105000.0,872780000.0,1.46,440087000.0,0.133,0.08,0.031,4877836000.0,3.005,28001610000.0,6992015000.0,SMCI,10,3,MLE_TOP10xIRC_TOP10_20d
4391,2026-05-08,2026-05-06,2,,MATCHED_STRONG,False,OK,,37454000000.0,5009000000.0,3.08,8536000000.0,0.081,0.503,0.134,3871000000.0,0.235,79642000000.0,64462000000.0,AMD,9,2,MLE_TOP10xIRC_TOP10_20d
9939,2026-05-08,2026-03-19,50,,MATCHED_STRONG,False,OK,,58119000000.0,24111000000.0,21.46,10281000000.0,0.408,0.584,0.415,10798000000.0,0.401,101509000000.0,72459000000.0,MU,4,2,MLE_TOP10xIRC_TOP10_20d
270639,2026-05-08,2026-04-24,14,,MATCHED_STRONG,False,OK,,53763000000.0,-3174000000.0,-0.63,-3119000000.0,-0.03,0.354,-0.059,45031000000.0,0.721,205332000000.0,111394000000.0,INTC,3,2,MLE_TOP10xIRC_TOP10_20d
273544,2026-05-08,2026-04-29,9,,MATCHED_STRONG,False,OK,,44487000000.0,9923000000.0,9.37,12516000000.0,0.402,0.548,0.223,15270000000.0,1.095,57136000000.0,27278000000.0,QCOM,5,2,MLE_TOP10xIRC_TOP10_20d
1035459,2026-05-08,2026-05-05,3,,MATCHED_STRONG,False,OK,,13835088000.0,781416000.0,10.93,1492698000.0,-1.331,0.324,0.056,13220841000.0,-21.775,17499365000.0,-755496000.0,DVA,10,7,MLE_TOP10xIRC_TOP10_20d
6220356,2026-05-08,2026-05-08,0,,MATCHED_STRONG,False,OK,,4266646000.0,435179000.0,3.02,764734000.0,0.091,0.583,0.102,5867705000.0,1.372,11645752000.0,4908825000.0,AKAM,1,6,MLE_TOP10xIRC_TOP10_20d
13878278,2026-05-08,2026-04-28,10,,MATCHED_STRONG,False,OK,,198101000000.0,-6444000000.0,-13.12,7112000000.0,-0.287,0.072,-0.033,16371000000.0,2.784,81175000000.0,21427000000.0,CNC,7,7,MLE_TOP10xIRC_TOP10_20d
70236214,2026-05-08,2026-05-08,0,,MATCHED_STRONG,False,OK,,7109500000.0,1954500000.0,2.6,2435500000.0,1.557,0.803,0.275,496800000.0,8.986,9883500000.0,989700000.0,FTNT,6,1,MLE_TOP10xIRC_TOP10_20d
383858515,2026-05-08,2026-05-07,1,,MATCHED_STRONG,False,OK,,3672031000.0,135673000.0,0.39,959417000.0,0.038,0.799,0.037,1285052000.0,0.743,6952012000.0,3988222000.0,DDOG,2,6,MLE_TOP10xIRC_TOP10_20d
491932113,2026-05-08,2026-04-29,9,,MATCHED_NAME_VERIFIED,False,OK,,11010000000.0,2378000000.0,10.99,2412000000.0,9.164,0.415,0.216,3863000000.0,7.121,8892000000.0,1095000000.0,STX,8,1,MLE_TOP10xIRC_TOP10_20d
4391,2026-05-11,2026-05-06,5,,MATCHED_STRONG,False,OK,,37454000000.0,5009000000.0,3.08,8536000000.0,0.081,0.503,0.134,3871000000.0,0.235,79642000000.0,64462000000.0,AMD,7,1,MLE_TOP10xIRC_TOP10_20d
9939,2026-05-11,2026-03-19,53,,MATCHED_STRONG,False,OK,,58119000000.0,24111000000.0,21.46,10281000000.0,0.408,0.584,0.415,10798000000.0,0.401,101509000000.0,72459000000.0,MU,5,1,MLE_TOP10xIRC_TOP10_20d
270639,2026-05-11,2026-04-24,17,,MATCHED_STRONG,False,OK,,53763000000.0,-3174000000.0,-0.63,-3119000000.0,-0.03,0.354,-0.059,45031000000.0,0.721,205332000000.0,111394000000.0,INTC,4,1,MLE_TOP10xIRC_TOP10_20d
273544,2026-05-11,2026-04-29,12,,MATCHED_STRONG,False,OK,,44487000000.0,9923000000.0,9.37,12516000000.0,0.402,0.548,0.223,15270000000.0,1.095,57136000000.0,27278000000.0,QCOM,2,1,MLE_TOP10xIRC_TOP10_20d
70236214,2026-05-11,2026-05-08,3,,MATCHED_STRONG,False,OK,,7109500000.0,1954500000.0,2.6,2435500000.0,1.557,0.803,0.275,496800000.0,8.986,9883500000.0,989700000.0,FTNT,8,2,MLE_TOP10xIRC_TOP10_20d
491932113,2026-05-11,2026-04-29,12,,MATCHED_NAME_VERIFIED,False,OK,,11010000000.0,2378000000.0,10.99,2412000000.0,9.164,0.415,0.216,3863000000.0,7.121,8892000000.0,1095000000.0,STX,6,2,MLE_TOP10xIRC_TOP10_20d
4391,2026-05-12,2026-05-06,6,,MATCHED_STRONG,False,OK,,37454000000.0,5009000000.0,3.08,8536000000.0,0.081,0.503,0.134,3871000000.0,0.235,79642000000.0,64462000000.0,AMD,7,1,MLE_TOP10xIRC_TOP10_20d
9939,2026-05-12,2026-03-19,54,,MATCHED_STRONG,False,OK,,58119000000.0,24111000000.0,21.46,10281000000.0,0.408,0.584,0.415,10798000000.0,0.401,101509000000.0,72459000000.0,MU,2,1,MLE_TOP10xIRC_TOP10_20d
270639,2026-05-12,2026-04-24,18,,MATCHED_STRONG,False,OK,,53763000000.0,-3174000000.0,-0.63,-3119000000.0,-0.03,0.354,-0.059,45031000000.0,0.721,205332000000.0,111394000000.0,INTC,4,1,MLE_TOP10xIRC_TOP10_20d
273544,2026-05-12,2026-04-29,13,,MATCHED_STRONG,False,OK,,44487000000.0,9923000000.0,9.37,12516000000.0,0.402,0.548,0.223,15270000000.0,1.095,57136000000.0,27278000000.0,QCOM,5,1,MLE_TOP10xIRC_TOP10_20d
1035459,2026-05-12,2026-05-05,7,,MATCHED_STRONG,False,OK,,13835088000.0,781416000.0,10.93,1492698000.0,-1.331,0.324,0.056,13220841000.0,-21.775,17499365000.0,-755496000.0,DVA,8,8,MLE_TOP10xIRC_TOP10_20d
70236214,2026-05-12,2026-05-08,4,,MATCHED_STRONG,False,OK,,7109500000.0,1954500000.0,2.6,2435500000.0,1.557,0.803,0.275,496800000.0,8.986,9883500000.0,989700000.0,FTNT,9,2,MLE_TOP10xIRC_TOP10_20d
491932113,2026-05-12,2026-04-29,13,,MATCHED_NAME_VERIFIED,False,OK,,11010000000.0,2378000000.0,10.99,2412000000.0,9.164,0.415,0.216,3863000000.0,7.121,8892000000.0,1095000000.0,STX,6,2,MLE_TOP10xIRC_TOP10_20d
4391,2026-05-13,2026-05-06,7,,MATCHED_STRONG,False,OK,,37454000000.0,5009000000.0,3.08,8536000000.0,0.081,0.503,0.134,3871000000.0,0.235,79642000000.0,64462000000.0,AMD,8,1,MLE_TOP10xIRC_TOP10_20d
9939,2026-05-13,2026-03-19,55,,MATCHED_STRONG,False,OK,,58119000000.0,24111000000.0,21.46,10281000000.0,0.408,0.584,0.415,10798000000.0,0.401,101509000000.0,72459000000.0,MU,2,1,MLE_TOP10xIRC_TOP10_20d
273544,2026-05-13,2026-04-29,14,,MATCHED_STRONG,False,OK,,44487000000.0,9923000000.0,9.37,12516000000.0,0.402,0.548,0.223,15270000000.0,1.095,57136000000.0,27278000000.0,QCOM,5,1,MLE_TOP10xIRC_TOP10_20d
1035459,2026-05-13,2026-05-05,8,,MATCHED_STRONG,False,OK,,13835088000.0,781416000.0,10.93,1492698000.0,-1.331,0.324,0.056,13220841000.0,-21.775,17499365000.0,-755496000.0,DVA,9,9,MLE_TOP10xIRC_TOP10_20d
70236214,2026-05-13,2026-05-08,5,,MATCHED_STRONG,False,OK,,7109500000.0,1954500000.0,2.6,2435500000.0,1.557,0.803,0.275,496800000.0,8.986,9883500000.0,989700000.0,FTNT,4,2,MLE_TOP10xIRC_TOP10_20d
491932113,2026-05-13,2026-04-29,14,,MATCHED_NAME_VERIFIED,False,OK,,11010000000.0,2378000000.0,10.99,2412000000.0,9.164,0.415,0.216,3863000000.0,7.121,8892000000.0,1095000000.0,STX,10,2,MLE_TOP10xIRC_TOP10_20d
4391,2026-05-14,2026-05-06,8,,MATCHED_STRONG,False,OK,,37454000000.0,5009000000.0,3.08,8536000000.0,0.081,0.503,0.134,3871000000.0,0.235,79642000000.0,64462000000.0,AMD,8,1,MLE_TOP10xIRC_TOP10_20d
9939,2026-05-14,2026-03-19,56,,MATCHED_STRONG,False,OK,,58119000000.0,24111000000.0,21.46,10281000000.0,0.408,0.584,0.415,10798000000.0,0.401,101509000000.0,72459000000.0,MU,3,1,MLE_TOP10xIRC_TOP10_20d
70236214,2026-05-14,2026-05-08,6,,MATCHED_STRONG,False,OK,,7109500000.0,1954500000.0,2.6,2435500000.0,1.557,0.803,0.275,496800000.0,8.986,9883500000.0,989700000.0,FTNT,4,6,MLE_TOP10xIRC_TOP10_20d
370757467,2026-05-14,2026-03-05,70,,MATCHED_STRONG,False,OK,,4812005000.0,-162502000.0,-0.163,1241490000.0,-0.042,0.747,-0.034,820077000.0,1.494,11086684000.0,4428390000.0,CRWD,6,6,MLE_TOP10xIRC_TOP10_20d
9939,2026-05-15,2026-03-19,57,,MATCHED_STRONG,False,OK,,58119000000.0,24111000000.0,21.46,10281000000.0,0.408,0.584,0.415,10798000000.0,0.401,101509000000.0,72459000000.0,MU,5,2,MLE_TOP10xIRC_TOP10_20d
70236214,2026-05-15,2026-05-08,7,,MATCHED_STRONG,False,OK,,7109500000.0,1954500000.0,2.6,2435500000.0,1.557,0.803,0.275,496800000.0,8.986,9883500000.0,989700000.0,FTNT,3,7,MLE_TOP10xIRC_TOP10_20d
370757467,2026-05-15,2026-03-05,71,,MATCHED_STRONG,False,OK,,4812005000.0,-162502000.0,-0.163,1241490000.0,-0.042,0.747,-0.034,820077000.0,1.494,11086684000.0,4428390000.0,CRWD,8,7,MLE_TOP10xIRC_TOP10_20d
4391,2026-05-18,2026-05-06,12,,MATCHED_STRONG,False,OK,,37454000000.0,5009000000.0,3.08,8536000000.0,0.081,0.503,0.134,3871000000.0,0.235,79642000000.0,64462000000.0,AMD,10,2,MLE_TOP10xIRC_TOP10_20d
70236214,2026-05-18,2026-05-08,10,,MATCHED_STRONG,False,OK,,7109500000.0,1954500000.0,2.6,2435500000.0,1.557,0.803,0.275,496800000.0,8.986,9883500000.0,989700000.0,FTNT,3,7,MLE_TOP10xIRC_TOP10_20d
370757467,2026-05-18,2026-03-05,74,,MATCHED_STRONG,False,OK,,4812005000.0,-162502000.0,-0.163,1241490000.0,-0.042,0.747,-0.034,820077000.0,1.494,11086684000.0,4428390000.0,CRWD,5,7,MLE_TOP10xIRC_TOP10_20d
268084,2026-05-19,2026-05-19,0,,MATCHED_STRONG,False,OK,,60746000000.0,11958000000.0,3.01,11788000000.0,0.251,0.643,0.197,31303000000.0,1.569,125546000000.0,48861000000.0,CSCO,8,8,MLE_TOP10xIRC_TOP10_20d
70236214,2026-05-19,2026-05-08,11,,MATCHED_STRONG,False,OK,,7109500000.0,1954500000.0,2.6,2435500000.0,1.557,0.803,0.275,496800000.0,8.986,9883500000.0,989700000.0,FTNT,2,6,MLE_TOP10xIRC_TOP10_20d
370757467,2026-05-19,2026-03-05,75,,MATCHED_STRONG,False,OK,,4812005000.0,-162502000.0,-0.163,1241490000.0,-0.042,0.747,-0.034,820077000.0,1.494,11086684000.0,4428390000.0,CRWD,5,6,MLE_TOP10xIRC_TOP10_20d
70236214,2026-05-20,2026-05-08,12,,MATCHED_STRONG,False,OK,,7109500000.0,1954500000.0,2.6,2435500000.0,1.557,0.803,0.275,496800000.0,8.986,9883500000.0,989700000.0,FTNT,2,4,MLE_TOP10xIRC_TOP10_20d
370757467,2026-05-20,2026-03-05,76,,MATCHED_STRONG,False,OK,,4812005000.0,-162502000.0,-0.163,1241490000.0,-0.042,0.747,-0.034,820077000.0,1.494,11086684000.0,4428390000.0,CRWD,3,4,MLE_TOP10xIRC_TOP10_20d
8251,2026-05-21,2026-04-29,22,,MATCHED_STRONG,False,OK,,137200000000.0,1130000000.0,9.39,1295000000.0,0.062,0.14,0.008,14290000000.0,1.972,55280000000.0,18580000000.0,HUM,6,9,MLE_TOP10xIRC_TOP10_20d
9939,2026-05-21,2026-03-19,63,,MATCHED_STRONG,False,OK,,58119000000.0,24111000000.0,21.46,10281000000.0,0.408,0.584,0.415,10798000000.0,0.401,101509000000.0,72459000000.0,MU,10,2,MLE_TOP10xIRC_TOP10_20d
268084,2026-05-21,2026-05-19,2,,MATCHED_STRONG,False,OK,,60746000000.0,11958000000.0,3.01,11788000000.0,0.251,0.643,0.197,31303000000.0,1.569,125546000000.0,48861000000.0,CSCO,2,10,MLE_TOP10xIRC_TOP10_20d
70236214,2026-05-21,2026-05-08,13,,MATCHED_STRONG,False,OK,,7109500000.0,1954500000.0,2.6,2435500000.0,1.557,0.803,0.275,496800000.0,8.986,9883500000.0,989700000.0,FTNT,7,1,MLE_TOP10xIRC_TOP10_20d
110619459,2026-05-21,2026-02-18,92,,MATCHED_STRONG,False,OK,,9893300000.0,1281900000.0,1.87,3565900000.0,0.155,0.735,0.13,372000000.0,1.659,24979000000.0,9393000000.0,PANW,1,6,MLE_TOP10xIRC_TOP10_20d
370757467,2026-05-21,2026-03-05,77,,MATCHED_STRONG,False,OK,,4812005000.0,-162502000.0,-0.163,1241490000.0,-0.042,0.747,-0.034,820077000.0,1.494,11086684000.0,4428390000.0,CRWD,3,1,MLE_TOP10xIRC_TOP10_20d
