conid,candidate_date,ticker,mle_rank,irc_rank,source_signal_label
272104927,2026-02-26,AXON,3,9,MLE_TOP10xIRC_TOP10_20d
463654490,2026-02-27,TPL,5,8,MLE_TOP10xIRC_TOP10_20d
272104927,2026-03-02,AXON,4,5,MLE_TOP10xIRC_TOP10_20d
463654490,2026-03-02,TPL,10,3,MLE_TOP10xIRC_TOP10_20d
272104927,2026-03-03,AXON,1,7,MLE_TOP10xIRC_TOP10_20d
463654490,2026-03-03,TPL,8,1,MLE_TOP10xIRC_TOP10_20d
212671971,2026-03-04,XYZ,9,1,MLE_TOP10xIRC_TOP10_20d
463654490,2026-03-04,TPL,10,3,MLE_TOP10xIRC_TOP10_20d
270662,2026-03-05,INTU,8,9,MLE_TOP10xIRC_TOP10_20d
212671971,2026-03-05,XYZ,3,6,MLE_TOP10xIRC_TOP10_20d
270662,2026-03-06,INTU,2,7,MLE_TOP10xIRC_TOP10_20d
109911821,2026-03-06,NOW,8,7,MLE_TOP10xIRC_TOP10_20d
212671971,2026-03-06,XYZ,4,8,MLE_TOP10xIRC_TOP10_20d
270662,2026-03-09,INTU,3,7,MLE_TOP10xIRC_TOP10_20d
212671971,2026-03-09,XYZ,5,10,MLE_TOP10xIRC_TOP10_20d
383858515,2026-03-09,DDOG,7,7,MLE_TOP10xIRC_TOP10_20d
270662,2026-03-10,INTU,2,10,MLE_TOP10xIRC_TOP10_20d
212671971,2026-03-10,XYZ,1,9,MLE_TOP10xIRC_TOP10_20d
383858515,2026-03-10,DDOG,9,10,MLE_TOP10xIRC_TOP10_20d
444857009,2026-03-10,PLTR,10,10,MLE_TOP10xIRC_TOP10_20d
13497,2026-03-11,VLO,8,1,MLE_TOP10xIRC_TOP10_20d
270662,2026-03-11,INTU,10,10,MLE_TOP10xIRC_TOP10_20d
89495776,2026-03-11,MPC,7,1,MLE_TOP10xIRC_TOP10_20d
383858515,2026-03-11,DDOG,9,10,MLE_TOP10xIRC_TOP10_20d
474515500,2026-03-11,APA,6,1,MLE_TOP10xIRC_TOP10_20d
13497,2026-03-12,VLO,6,1,MLE_TOP10xIRC_TOP10_20d
35447205,2026-03-12,CF,1,8,MLE_TOP10xIRC_TOP10_20d
74866700,2026-03-12,LYB,2,8,MLE_TOP10xIRC_TOP10_20d
88292752,2026-03-12,MOS,8,8,MLE_TOP10xIRC_TOP10_20d
89495776,2026-03-12,MPC,9,1,MLE_TOP10xIRC_TOP10_20d
105669270,2026-03-12,PSX,10,1,MLE_TOP10xIRC_TOP10_20d
356576040,2026-03-12,DOW,3,8,MLE_TOP10xIRC_TOP10_20d
474515500,2026-03-12,APA,7,1,MLE_TOP10xIRC_TOP10_20d
13497,2026-03-13,VLO,8,1,MLE_TOP10xIRC_TOP10_20d
89495776,2026-03-13,MPC,6,1,MLE_TOP10xIRC_TOP10_20d
105669270,2026-03-13,PSX,10,1,MLE_TOP10xIRC_TOP10_20d
110619459,2026-03-13,PANW,9,5,MLE_TOP10xIRC_TOP10_20d
474515500,2026-03-13,APA,7,1,MLE_TOP10xIRC_TOP10_20d
89495776,2026-03-16,MPC,9,1,MLE_TOP10xIRC_TOP10_20d
110619459,2026-03-16,PANW,5,2,MLE_TOP10xIRC_TOP10_20d
383858515,2026-03-16,DDOG,4,5,MLE_TOP10xIRC_TOP10_20d
474515500,2026-03-16,APA,10,1,MLE_TOP10xIRC_TOP10_20d
13681,2026-03-17,WDC,1,10,MLE_TOP10xIRC_TOP10_20d
98542021,2026-03-17,EXPE,10,2,MLE_TOP10xIRC_TOP10_20d
383858515,2026-03-17,DDOG,7,3,MLE_TOP10xIRC_TOP10_20d
474515500,2026-03-17,APA,9,1,MLE_TOP10xIRC_TOP10_20d
491932113,2026-03-17,STX,5,10,MLE_TOP10xIRC_TOP10_20d
10880,2026-03-18,OXY,10,1,MLE_TOP10xIRC_TOP10_20d
13681,2026-03-18,WDC,4,9,MLE_TOP10xIRC_TOP10_20d
754442,2026-03-18,DVN,9,1,MLE_TOP10xIRC_TOP10_20d
383858515,2026-03-18,DDOG,8,6,MLE_TOP10xIRC_TOP10_20d
474515500,2026-03-18,APA,3,1,MLE_TOP10xIRC_TOP10_20d
10880,2026-03-19,OXY,8,1,MLE_TOP10xIRC_TOP10_20d
13681,2026-03-19,WDC,2,5,MLE_TOP10xIRC_TOP10_20d
41045553,2026-03-19,CIEN,1,9,MLE_TOP10xIRC_TOP10_20d
201113895,2026-03-19,LITE,3,5,MLE_TOP10xIRC_TOP10_20d
474515500,2026-03-19,APA,5,1,MLE_TOP10xIRC_TOP10_20d
491932113,2026-03-19,STX,4,5,MLE_TOP10xIRC_TOP10_20d
10880,2026-03-20,OXY,8,1,MLE_TOP10xIRC_TOP10_20d
13681,2026-03-20,WDC,4,7,MLE_TOP10xIRC_TOP10_20d
6220356,2026-03-20,AKAM,10,3,MLE_TOP10xIRC_TOP10_20d
41045553,2026-03-20,CIEN,1,8,MLE_TOP10xIRC_TOP10_20d
201113895,2026-03-20,LITE,2,7,MLE_TOP10xIRC_TOP10_20d
474515500,2026-03-20,APA,3,1,MLE_TOP10xIRC_TOP10_20d
491932113,2026-03-20,STX,5,7,MLE_TOP10xIRC_TOP10_20d
10880,2026-03-23,OXY,9,1,MLE_TOP10xIRC_TOP10_20d
10885,2026-03-23,COP,10,1,MLE_TOP10xIRC_TOP10_20d
13497,2026-03-23,VLO,8,1,MLE_TOP10xIRC_TOP10_20d
13681,2026-03-23,WDC,4,4,MLE_TOP10xIRC_TOP10_20d
6220356,2026-03-23,AKAM,6,3,MLE_TOP10xIRC_TOP10_20d
41045553,2026-03-23,CIEN,1,8,MLE_TOP10xIRC_TOP10_20d
201113895,2026-03-23,LITE,3,4,MLE_TOP10xIRC_TOP10_20d
346218218,2026-03-23,DELL,5,4,MLE_TOP10xIRC_TOP10_20d
474515500,2026-03-23,APA,2,1,MLE_TOP10xIRC_TOP10_20d
10880,2026-03-24,OXY,7,1,MLE_TOP10xIRC_TOP10_20d
10885,2026-03-24,COP,10,1,MLE_TOP10xIRC_TOP10_20d
754442,2026-03-24,DVN,8,1,MLE_TOP10xIRC_TOP10_20d
41045553,2026-03-24,CIEN,2,5,MLE_TOP10xIRC_TOP10_20d
89495776,2026-03-24,MPC,9,1,MLE_TOP10xIRC_TOP10_20d
201113895,2026-03-24,LITE,4,3,MLE_TOP10xIRC_TOP10_20d
346218218,2026-03-24,DELL,3,3,MLE_TOP10xIRC_TOP10_20d
474515500,2026-03-24,APA,1,1,MLE_TOP10xIRC_TOP10_20d
10880,2026-03-25,OXY,10,1,MLE_TOP10xIRC_TOP10_20d
6220356,2026-03-25,AKAM,9,8,MLE_TOP10xIRC_TOP10_20d
41045553,2026-03-25,CIEN,1,4,MLE_TOP10xIRC_TOP10_20d
201113895,2026-03-25,LITE,5,5,MLE_TOP10xIRC_TOP10_20d
209411798,2026-03-25,HPE,4,5,MLE_TOP10xIRC_TOP10_20d
346218218,2026-03-25,DELL,3,5,MLE_TOP10xIRC_TOP10_20d
474515500,2026-03-25,APA,2,1,MLE_TOP10xIRC_TOP10_20d
12200,2026-03-26,SLB,2,4,MLE_TOP10xIRC_TOP10_20d
41045553,2026-03-26,CIEN,6,3,MLE_TOP10xIRC_TOP10_20d
115441080,2026-03-26,FANG,7,1,MLE_TOP10xIRC_TOP10_20d
201113895,2026-03-26,LITE,9,5,MLE_TOP10xIRC_TOP10_20d
209411798,2026-03-26,HPE,4,5,MLE_TOP10xIRC_TOP10_20d
281316445,2026-03-26,BKR,10,4,MLE_TOP10xIRC_TOP10_20d
346218218,2026-03-26,DELL,3,5,MLE_TOP10xIRC_TOP10_20d
474515500,2026-03-26,APA,1,1,MLE_TOP10xIRC_TOP10_20d
4347,2026-03-27,ALB,6,9,MLE_TOP10xIRC_TOP10_20d
7890,2026-03-27,HAL,2,2,MLE_TOP10xIRC_TOP10_20d
10880,2026-03-27,OXY,9,1,MLE_TOP10xIRC_TOP10_20d
12200,2026-03-27,SLB,3,2,MLE_TOP10xIRC_TOP10_20d
754442,2026-03-27,DVN,10,1,MLE_TOP10xIRC_TOP10_20d
41045553,2026-03-27,CIEN,4,5,MLE_TOP10xIRC_TOP10_20d
201113895,2026-03-27,LITE,8,6,MLE_TOP10xIRC_TOP10_20d
281316445,2026-03-27,BKR,5,2,MLE_TOP10xIRC_TOP10_20d
346218218,2026-03-27,DELL,7,6,MLE_TOP10xIRC_TOP10_20d
474515500,2026-03-27,APA,1,1,MLE_TOP10xIRC_TOP10_20d
6890,2026-03-30,EOG,8,1,MLE_TOP10xIRC_TOP10_20d
7890,2026-03-30,HAL,5,3,MLE_TOP10xIRC_TOP10_20d
10880,2026-03-30,OXY,4,1,MLE_TOP10xIRC_TOP10_20d
12200,2026-03-30,SLB,6,3,MLE_TOP10xIRC_TOP10_20d
754442,2026-03-30,DVN,9,1,MLE_TOP10xIRC_TOP10_20d
35447205,2026-03-30,CF,7,6,MLE_TOP10xIRC_TOP10_20d
74866700,2026-03-30,LYB,3,6,MLE_TOP10xIRC_TOP10_20d
281316445,2026-03-30,BKR,10,3,MLE_TOP10xIRC_TOP10_20d
356576040,2026-03-30,DOW,2,6,MLE_TOP10xIRC_TOP10_20d
474515500,2026-03-30,APA,1,1,MLE_TOP10xIRC_TOP10_20d
7890,2026-03-31,HAL,8,2,MLE_TOP10xIRC_TOP10_20d
10880,2026-03-31,OXY,4,1,MLE_TOP10xIRC_TOP10_20d
12200,2026-03-31,SLB,6,2,MLE_TOP10xIRC_TOP10_20d
74866700,2026-03-31,LYB,2,10,MLE_TOP10xIRC_TOP10_20d
201113895,2026-03-31,LITE,10,6,MLE_TOP10xIRC_TOP10_20d
209411798,2026-03-31,HPE,7,6,MLE_TOP10xIRC_TOP10_20d
356576040,2026-03-31,DOW,3,10,MLE_TOP10xIRC_TOP10_20d
474515500,2026-03-31,APA,1,1,MLE_TOP10xIRC_TOP10_20d
12200,2026-04-01,SLB,6,2,MLE_TOP10xIRC_TOP10_20d
474515500,2026-04-01,APA,2,1,MLE_TOP10xIRC_TOP10_20d
6969,2026-04-02,ETR,10,7,MLE_TOP10xIRC_TOP10_20d
270639,2026-04-06,INTC,5,6,MLE_TOP10xIRC_TOP10_20d
7655,2026-04-07,GLW,10,10,MLE_TOP10xIRC_TOP10_20d
270639,2026-04-07,INTC,1,4,MLE_TOP10xIRC_TOP10_20d
47965865,2026-04-07,SATS,9,10,MLE_TOP10xIRC_TOP10_20d
356576040,2026-04-07,DOW,6,9,MLE_TOP10xIRC_TOP10_20d
270639,2026-04-08,INTC,1,2,MLE_TOP10xIRC_TOP10_20d
32106121,2026-04-08,MPWR,4,2,MLE_TOP10xIRC_TOP10_20d
7655,2026-04-09,GLW,7,9,MLE_TOP10xIRC_TOP10_20d
270639,2026-04-09,INTC,2,3,MLE_TOP10xIRC_TOP10_20d
32106121,2026-04-09,MPWR,4,3,MLE_TOP10xIRC_TOP10_20d
270639,2026-04-10,INTC,1,1,MLE_TOP10xIRC_TOP10_20d
32106121,2026-04-10,MPWR,5,1,MLE_TOP10xIRC_TOP10_20d
584127832,2026-04-10,COHR,8,7,MLE_TOP10xIRC_TOP10_20d
732440574,2026-04-10,LRCX,10,1,MLE_TOP10xIRC_TOP10_20d
270639,2026-04-13,INTC,1,1,MLE_TOP10xIRC_TOP10_20d
32106121,2026-04-13,MPWR,4,1,MLE_TOP10xIRC_TOP10_20d
313130367,2026-04-13,AVGO,9,1,MLE_TOP10xIRC_TOP10_20d
584127832,2026-04-13,COHR,7,6,MLE_TOP10xIRC_TOP10_20d
732440574,2026-04-13,LRCX,8,1,MLE_TOP10xIRC_TOP10_20d
9939,2026-04-14,MU,4,2,MLE_TOP10xIRC_TOP10_20d
270639,2026-04-14,INTC,1,2,MLE_TOP10xIRC_TOP10_20d
32106121,2026-04-14,MPWR,7,2,MLE_TOP10xIRC_TOP10_20d
402783527,2026-04-14,VRT,10,1,MLE_TOP10xIRC_TOP10_20d
584127832,2026-04-14,COHR,5,5,MLE_TOP10xIRC_TOP10_20d
732440574,2026-04-14,LRCX,6,2,MLE_TOP10xIRC_TOP10_20d
4391,2026-04-15,AMD,7,1,MLE_TOP10xIRC_TOP10_20d
9939,2026-04-15,MU,2,1,MLE_TOP10xIRC_TOP10_20d
270639,2026-04-15,INTC,1,1,MLE_TOP10xIRC_TOP10_20d
313130367,2026-04-15,AVGO,6,1,MLE_TOP10xIRC_TOP10_20d
504546674,2026-04-15,HOOD,8,8,MLE_TOP10xIRC_TOP10_20d
584127832,2026-04-15,COHR,5,5,MLE_TOP10xIRC_TOP10_20d
4391,2026-04-16,AMD,2,1,MLE_TOP10xIRC_TOP10_20d
270639,2026-04-16,INTC,1,1,MLE_TOP10xIRC_TOP10_20d
8677881,2026-04-16,ON,6,1,MLE_TOP10xIRC_TOP10_20d
32106121,2026-04-16,MPWR,10,1,MLE_TOP10xIRC_TOP10_20d
313130367,2026-04-16,AVGO,7,1,MLE_TOP10xIRC_TOP10_20d
584127832,2026-04-16,COHR,3,4,MLE_TOP10xIRC_TOP10_20d
740948854,2026-04-16,ANET,5,5,MLE_TOP10xIRC_TOP10_20d
4391,2026-04-17,AMD,8,1,MLE_TOP10xIRC_TOP10_20d
270639,2026-04-17,INTC,1,1,MLE_TOP10xIRC_TOP10_20d
8677881,2026-04-17,ON,3,1,MLE_TOP10xIRC_TOP10_20d
32106121,2026-04-17,MPWR,5,1,MLE_TOP10xIRC_TOP10_20d
313130367,2026-04-17,AVGO,7,1,MLE_TOP10xIRC_TOP10_20d
504546674,2026-04-17,HOOD,4,6,MLE_TOP10xIRC_TOP10_20d
584127832,2026-04-17,COHR,2,4,MLE_TOP10xIRC_TOP10_20d
740948854,2026-04-17,ANET,6,10,MLE_TOP10xIRC_TOP10_20d
4391,2026-04-20,AMD,10,1,MLE_TOP10xIRC_TOP10_20d
270639,2026-04-20,INTC,6,1,MLE_TOP10xIRC_TOP10_20d
8677881,2026-04-20,ON,2,1,MLE_TOP10xIRC_TOP10_20d
32106121,2026-04-20,MPWR,9,1,MLE_TOP10xIRC_TOP10_20d
313130367,2026-04-20,AVGO,7,1,MLE_TOP10xIRC_TOP10_20d
504546674,2026-04-20,HOOD,4,9,MLE_TOP10xIRC_TOP10_20d
584127832,2026-04-20,COHR,1,3,MLE_TOP10xIRC_TOP10_20d
740948854,2026-04-20,ANET,3,7,MLE_TOP10xIRC_TOP10_20d
4391,2026-04-21,AMD,4,1,MLE_TOP10xIRC_TOP10_20d
270639,2026-04-21,INTC,8,1,MLE_TOP10xIRC_TOP10_20d
8677881,2026-04-21,ON,1,1,MLE_TOP10xIRC_TOP10_20d
32106121,2026-04-21,MPWR,5,1,MLE_TOP10xIRC_TOP10_20d
584127832,2026-04-21,COHR,2,6,MLE_TOP10xIRC_TOP10_20d
740948854,2026-04-21,ANET,3,3,MLE_TOP10xIRC_TOP10_20d
4391,2026-04-22,AMD,1,1,MLE_TOP10xIRC_TOP10_20d
8677881,2026-04-22,ON,3,1,MLE_TOP10xIRC_TOP10_20d
481863646,2026-04-22,APP,6,4,MLE_TOP10xIRC_TOP10_20d
504546674,2026-04-22,HOOD,7,4,MLE_TOP10xIRC_TOP10_20d
584127832,2026-04-22,COHR,5,8,MLE_TOP10xIRC_TOP10_20d
731466419,2026-04-22,SMCI,4,9,MLE_TOP10xIRC_TOP10_20d
740948854,2026-04-22,ANET,9,7,MLE_TOP10xIRC_TOP10_20d
4391,2026-04-23,AMD,3,1,MLE_TOP10xIRC_TOP10_20d
13096,2026-04-23,TXN,2,1,MLE_TOP10xIRC_TOP10_20d
271568,2026-04-23,MCHP,6,1,MLE_TOP10xIRC_TOP10_20d
8677881,2026-04-23,ON,1,1,MLE_TOP10xIRC_TOP10_20d
32106121,2026-04-23,MPWR,10,1,MLE_TOP10xIRC_TOP10_20d
481863646,2026-04-23,APP,8,7,MLE_TOP10xIRC_TOP10_20d
4391,2026-04-24,AMD,2,1,MLE_TOP10xIRC_TOP10_20d
13096,2026-04-24,TXN,4,1,MLE_TOP10xIRC_TOP10_20d
270639,2026-04-24,INTC,3,1,MLE_TOP10xIRC_TOP10_20d
271568,2026-04-24,MCHP,9,1,MLE_TOP10xIRC_TOP10_20d
8677881,2026-04-24,ON,1,1,MLE_TOP10xIRC_TOP10_20d
4391,2026-04-27,AMD,2,1,MLE_TOP10xIRC_TOP10_20d
9939,2026-04-27,MU,6,1,MLE_TOP10xIRC_TOP10_20d
13096,2026-04-27,TXN,4,1,MLE_TOP10xIRC_TOP10_20d
270639,2026-04-27,INTC,3,1,MLE_TOP10xIRC_TOP10_20d
271568,2026-04-27,MCHP,9,1,MLE_TOP10xIRC_TOP10_20d
8677881,2026-04-27,ON,1,1,MLE_TOP10xIRC_TOP10_20d
504546674,2026-04-27,HOOD,10,6,MLE_TOP10xIRC_TOP10_20d
4391,2026-04-28,AMD,4,1,MLE_TOP10xIRC_TOP10_20d
13096,2026-04-28,TXN,6,1,MLE_TOP10xIRC_TOP10_20d
270639,2026-04-28,INTC,2,1,MLE_TOP10xIRC_TOP10_20d
8677881,2026-04-28,ON,3,1,MLE_TOP10xIRC_TOP10_20d
4391,2026-04-29,AMD,5,1,MLE_TOP10xIRC_TOP10_20d
13096,2026-04-29,TXN,6,1,MLE_TOP10xIRC_TOP10_20d
270639,2026-04-29,INTC,1,1,MLE_TOP10xIRC_TOP10_20d
8677881,2026-04-29,ON,4,1,MLE_TOP10xIRC_TOP10_20d
72529783,2026-04-29,GNRC,9,3,MLE_TOP10xIRC_TOP10_20d
77791077,2026-04-29,NXPI,3,1,MLE_TOP10xIRC_TOP10_20d
4391,2026-04-30,AMD,5,1,MLE_TOP10xIRC_TOP10_20d
13096,2026-04-30,TXN,8,1,MLE_TOP10xIRC_TOP10_20d
270639,2026-04-30,INTC,1,1,MLE_TOP10xIRC_TOP10_20d
273544,2026-04-30,QCOM,4,1,MLE_TOP10xIRC_TOP10_20d
8677881,2026-04-30,ON,7,1,MLE_TOP10xIRC_TOP10_20d
72529783,2026-04-30,GNRC,9,3,MLE_TOP10xIRC_TOP10_20d
77791077,2026-04-30,NXPI,3,1,MLE_TOP10xIRC_TOP10_20d
491932113,2026-04-30,STX,6,10,MLE_TOP10xIRC_TOP10_20d
4391,2026-05-01,AMD,6,1,MLE_TOP10xIRC_TOP10_20d
13096,2026-05-01,TXN,9,1,MLE_TOP10xIRC_TOP10_20d
270639,2026-05-01,INTC,1,1,MLE_TOP10xIRC_TOP10_20d
273544,2026-05-01,QCOM,5,1,MLE_TOP10xIRC_TOP10_20d
8677881,2026-05-01,ON,7,1,MLE_TOP10xIRC_TOP10_20d
72529783,2026-05-01,GNRC,10,4,MLE_TOP10xIRC_TOP10_20d
77791077,2026-05-01,NXPI,3,1,MLE_TOP10xIRC_TOP10_20d
491932113,2026-05-01,STX,4,10,MLE_TOP10xIRC_TOP10_20d
4391,2026-05-04,AMD,7,1,MLE_TOP10xIRC_TOP10_20d
9939,2026-05-04,MU,5,1,MLE_TOP10xIRC_TOP10_20d
13096,2026-05-04,TXN,9,1,MLE_TOP10xIRC_TOP10_20d
270639,2026-05-04,INTC,1,1,MLE_TOP10xIRC_TOP10_20d
273544,2026-05-04,QCOM,8,1,MLE_TOP10xIRC_TOP10_20d
8677881,2026-05-04,ON,10,1,MLE_TOP10xIRC_TOP10_20d
77791077,2026-05-04,NXPI,4,1,MLE_TOP10xIRC_TOP10_20d
491932113,2026-05-04,STX,3,6,MLE_TOP10xIRC_TOP10_20d
4391,2026-05-05,AMD,8,1,MLE_TOP10xIRC_TOP10_20d
9939,2026-05-05,MU,2,1,MLE_TOP10xIRC_TOP10_20d
270639,2026-05-05,INTC,1,1,MLE_TOP10xIRC_TOP10_20d
271568,2026-05-05,MCHP,10,1,MLE_TOP10xIRC_TOP10_20d
273544,2026-05-05,QCOM,4,1,MLE_TOP10xIRC_TOP10_20d
72529783,2026-05-05,GNRC,9,5,MLE_TOP10xIRC_TOP10_20d
77791077,2026-05-05,NXPI,6,1,MLE_TOP10xIRC_TOP10_20d
491932113,2026-05-05,STX,3,4,MLE_TOP10xIRC_TOP10_20d
4391,2026-05-06,AMD,4,1,MLE_TOP10xIRC_TOP10_20d
9939,2026-05-06,MU,5,1,MLE_TOP10xIRC_TOP10_20d
270639,2026-05-06,INTC,1,1,MLE_TOP10xIRC_TOP10_20d
273544,2026-05-06,QCOM,3,1,MLE_TOP10xIRC_TOP10_20d
77791077,2026-05-06,NXPI,7,1,MLE_TOP10xIRC_TOP10_20d
491932113,2026-05-06,STX,6,4,MLE_TOP10xIRC_TOP10_20d
4391,2026-05-07,AMD,6,1,MLE_TOP10xIRC_TOP10_20d
9939,2026-05-07,MU,4,1,MLE_TOP10xIRC_TOP10_20d
270639,2026-05-07,INTC,1,1,MLE_TOP10xIRC_TOP10_20d
273544,2026-05-07,QCOM,2,1,MLE_TOP10xIRC_TOP10_20d
1035459,2026-05-07,DVA,9,9,MLE_TOP10xIRC_TOP10_20d
13878278,2026-05-07,CNC,5,9,MLE_TOP10xIRC_TOP10_20d
70236214,2026-05-07,FTNT,7,3,MLE_TOP10xIRC_TOP10_20d
383858515,2026-05-07,DDOG,3,6,MLE_TOP10xIRC_TOP10_20d
491932113,2026-05-07,STX,8,3,MLE_TOP10xIRC_TOP10_20d
731466419,2026-05-07,SMCI,10,3,MLE_TOP10xIRC_TOP10_20d
4391,2026-05-08,AMD,9,2,MLE_TOP10xIRC_TOP10_20d
9939,2026-05-08,MU,4,2,MLE_TOP10xIRC_TOP10_20d
270639,2026-05-08,INTC,3,2,MLE_TOP10xIRC_TOP10_20d
273544,2026-05-08,QCOM,5,2,MLE_TOP10xIRC_TOP10_20d
1035459,2026-05-08,DVA,10,7,MLE_TOP10xIRC_TOP10_20d
6220356,2026-05-08,AKAM,1,6,MLE_TOP10xIRC_TOP10_20d
13878278,2026-05-08,CNC,7,7,MLE_TOP10xIRC_TOP10_20d
70236214,2026-05-08,FTNT,6,1,MLE_TOP10xIRC_TOP10_20d
383858515,2026-05-08,DDOG,2,6,MLE_TOP10xIRC_TOP10_20d
491932113,2026-05-08,STX,8,1,MLE_TOP10xIRC_TOP10_20d
4391,2026-05-11,AMD,7,1,MLE_TOP10xIRC_TOP10_20d
9939,2026-05-11,MU,5,1,MLE_TOP10xIRC_TOP10_20d
270639,2026-05-11,INTC,4,1,MLE_TOP10xIRC_TOP10_20d
273544,2026-05-11,QCOM,2,1,MLE_TOP10xIRC_TOP10_20d
70236214,2026-05-11,FTNT,8,2,MLE_TOP10xIRC_TOP10_20d
491932113,2026-05-11,STX,6,2,MLE_TOP10xIRC_TOP10_20d
4391,2026-05-12,AMD,7,1,MLE_TOP10xIRC_TOP10_20d
9939,2026-05-12,MU,2,1,MLE_TOP10xIRC_TOP10_20d
270639,2026-05-12,INTC,4,1,MLE_TOP10xIRC_TOP10_20d
273544,2026-05-12,QCOM,5,1,MLE_TOP10xIRC_TOP10_20d
1035459,2026-05-12,DVA,8,8,MLE_TOP10xIRC_TOP10_20d
70236214,2026-05-12,FTNT,9,2,MLE_TOP10xIRC_TOP10_20d
491932113,2026-05-12,STX,6,2,MLE_TOP10xIRC_TOP10_20d
4391,2026-05-13,AMD,8,1,MLE_TOP10xIRC_TOP10_20d
9939,2026-05-13,MU,2,1,MLE_TOP10xIRC_TOP10_20d
273544,2026-05-13,QCOM,5,1,MLE_TOP10xIRC_TOP10_20d
1035459,2026-05-13,DVA,9,9,MLE_TOP10xIRC_TOP10_20d
70236214,2026-05-13,FTNT,4,2,MLE_TOP10xIRC_TOP10_20d
491932113,2026-05-13,STX,10,2,MLE_TOP10xIRC_TOP10_20d
4391,2026-05-14,AMD,8,1,MLE_TOP10xIRC_TOP10_20d
9939,2026-05-14,MU,3,1,MLE_TOP10xIRC_TOP10_20d
70236214,2026-05-14,FTNT,4,6,MLE_TOP10xIRC_TOP10_20d
370757467,2026-05-14,CRWD,6,6,MLE_TOP10xIRC_TOP10_20d
9939,2026-05-15,MU,5,2,MLE_TOP10xIRC_TOP10_20d
70236214,2026-05-15,FTNT,3,7,MLE_TOP10xIRC_TOP10_20d
370757467,2026-05-15,CRWD,8,7,MLE_TOP10xIRC_TOP10_20d
4391,2026-05-18,AMD,10,2,MLE_TOP10xIRC_TOP10_20d
70236214,2026-05-18,FTNT,3,7,MLE_TOP10xIRC_TOP10_20d
370757467,2026-05-18,CRWD,5,7,MLE_TOP10xIRC_TOP10_20d
268084,2026-05-19,CSCO,8,8,MLE_TOP10xIRC_TOP10_20d
70236214,2026-05-19,FTNT,2,6,MLE_TOP10xIRC_TOP10_20d
370757467,2026-05-19,CRWD,5,6,MLE_TOP10xIRC_TOP10_20d
70236214,2026-05-20,FTNT,2,4,MLE_TOP10xIRC_TOP10_20d
370757467,2026-05-20,CRWD,3,4,MLE_TOP10xIRC_TOP10_20d
8251,2026-05-21,HUM,6,9,MLE_TOP10xIRC_TOP10_20d
9939,2026-05-21,MU,10,2,MLE_TOP10xIRC_TOP10_20d
268084,2026-05-21,CSCO,2,10,MLE_TOP10xIRC_TOP10_20d
70236214,2026-05-21,FTNT,7,1,MLE_TOP10xIRC_TOP10_20d
110619459,2026-05-21,PANW,1,6,MLE_TOP10xIRC_TOP10_20d
370757467,2026-05-21,CRWD,3,1,MLE_TOP10xIRC_TOP10_20d
390332324,2026-05-21,GEN,5,6,MLE_TOP10xIRC_TOP10_20d
268084,2026-05-22,CSCO,3,6,MLE_TOP10xIRC_TOP10_20d
4726021,2026-05-22,SWKS,4,2,MLE_TOP10xIRC_TOP10_20d
49921110,2026-05-22,NTAP,8,1,MLE_TOP10xIRC_TOP10_20d
70236214,2026-05-22,FTNT,9,1,MLE_TOP10xIRC_TOP10_20d
209411798,2026-05-22,HPE,6,1,MLE_TOP10xIRC_TOP10_20d
370757467,2026-05-22,CRWD,1,1,MLE_TOP10xIRC_TOP10_20d
268084,2026-05-26,CSCO,7,9,MLE_TOP10xIRC_TOP10_20d
4726021,2026-05-26,SWKS,8,2,MLE_TOP10xIRC_TOP10_20d
8677881,2026-05-26,ON,9,2,MLE_TOP10xIRC_TOP10_20d
49921110,2026-05-26,NTAP,10,1,MLE_TOP10xIRC_TOP10_20d
209411798,2026-05-26,HPE,4,1,MLE_TOP10xIRC_TOP10_20d
346218218,2026-05-26,DELL,3,1,MLE_TOP10xIRC_TOP10_20d
370757467,2026-05-26,CRWD,2,1,MLE_TOP10xIRC_TOP10_20d
9939,2026-05-27,MU,5,3,MLE_TOP10xIRC_TOP10_20d
8677881,2026-05-27,ON,10,3,MLE_TOP10xIRC_TOP10_20d
9599491,2026-05-27,F,1,5,MLE_TOP10xIRC_TOP10_20d
49921110,2026-05-27,NTAP,4,1,MLE_TOP10xIRC_TOP10_20d
209411798,2026-05-27,HPE,3,1,MLE_TOP10xIRC_TOP10_20d
209411801,2026-05-27,HPQ,6,1,MLE_TOP10xIRC_TOP10_20d
346218218,2026-05-27,DELL,2,1,MLE_TOP10xIRC_TOP10_20d
8314,2026-05-28,IBM,9,2,MLE_TOP10xIRC_TOP10_20d
9599491,2026-05-28,F,10,4,MLE_TOP10xIRC_TOP10_20d
346218218,2026-05-28,DELL,4,2,MLE_TOP10xIRC_TOP10_20d
481863646,2026-05-28,APP,2,10,MLE_TOP10xIRC_TOP10_20d
731466419,2026-05-28,SMCI,6,2,MLE_TOP10xIRC_TOP10_20d
8314,2026-05-29,IBM,6,1,MLE_TOP10xIRC_TOP10_20d
49921110,2026-05-29,NTAP,2,1,MLE_TOP10xIRC_TOP10_20d
109911821,2026-05-29,NOW,5,6,MLE_TOP10xIRC_TOP10_20d
209411801,2026-05-29,HPQ,8,1,MLE_TOP10xIRC_TOP10_20d
