,conid,candidate_date,ticker,A,B,C,D,E,F,ret_fwd_5d,ret_fwd_10d,ret_fwd_20d,spyrel_fwd_5d,spyrel_fwd_10d,spyrel_fwd_20d
588,356576040,2026-01-14,DOW,True,False,False,False,False,False,-5.9448,-0.2831,7.891,-4.0936,-0.6264,8.0112
589,732440574,2026-01-14,LRCX,True,True,True,True,True,True,6.5233,6.7436,10.2064,8.3745,6.4003,10.3267
590,4347,2026-01-15,ALB,True,False,False,False,True,False,-0.7135,9.1898,-2.9463,1.4042,9.119,-2.0723
591,266093,2026-01-15,AMAT,True,True,True,True,True,True,-0.2664,0.1191,-6.7319,1.8514,0.0483,-5.8579
592,270639,2026-01-15,INTC,True,False,False,False,True,False,0.4967,-12.0654,0.5795,2.6145,-12.1362,1.4534
593,270957,2026-01-15,KLAC,True,True,True,True,False,True,-3.8046,-0.1249,-15.3881,-1.6869,-0.1957,-14.5141
594,663174498,2026-01-15,BG,True,False,True,False,True,False,1.1302,4.6495,7.7185,3.248,4.5787,8.5924
595,732440574,2026-01-15,LRCX,True,True,True,True,True,True,2.2716,2.4831,-3.5361,4.3893,2.4123,-2.6621
596,266093,2026-01-16,AMAT,True,True,True,True,True,True,-0.5413,-2.3088,-7.0395,0.3638,-2.4635,-5.0096
597,270639,2026-01-16,INTC,True,False,False,False,True,False,15.5239,-9.5187,2.7257,16.4289,-9.6734,4.7556
598,270957,2026-01-16,KLAC,True,True,True,True,False,True,-3.0501,-1.5812,-15.1031,-2.145,-1.7359,-13.0732
599,611191,2026-01-16,LMT,True,True,True,True,False,True,0.6524,-0.1322,4.5928,1.5575,-0.2869,6.6227
600,732440574,2026-01-16,LRCX,True,True,True,True,True,True,2.4354,-0.0404,-4.3281,3.3405,-0.1951,-2.2982
601,4347,2026-01-20,ALB,True,False,False,False,True,False,9.9745,-1.107,-3.9295,7.7386,-3.2307,-6.3455
602,9939,2026-01-20,MU,True,True,True,True,True,True,6.6,13.6658,5.0685,4.3641,11.542,2.6525
603,270639,2026-01-20,INTC,True,False,False,False,True,False,-12.5,-4.304,3.4596,-14.7359,-6.4277,1.0437
604,663174498,2026-01-20,BG,True,False,True,False,True,False,3.4799,3.4708,7.8048,1.244,1.3471,5.3889
605,4391,2026-01-21,AMD,True,True,True,False,True,True,0.6045,-1.4131,-14.5036,-0.465,-2.8736,-15.4841
606,270639,2026-01-21,INTC,True,False,False,False,True,False,-21.6774,-10.0276,-13.1244,-22.7469,-11.4881,-14.1049
607,35447205,2026-01-21,CF,True,True,True,True,True,True,-0.2286,-2.199,4.8443,-1.2981,-3.6595,3.8639
608,72529783,2026-01-21,GNRC,True,True,True,False,True,True,-2.8769,-0.6393,5.9514,-3.9464,-2.0998,4.971
609,463654490,2026-01-21,TPL,True,True,True,True,True,True,-1.2968,-2.7583,15.998,-2.3663,-4.2187,15.0176
610,663174498,2026-01-21,BG,True,False,True,False,True,False,1.624,1.7043,5.6215,0.5545,0.2438,4.641
611,4391,2026-01-22,AMD,True,True,True,False,True,True,-0.67,-2.9401,-15.8239,-1.6149,-3.8734,-16.2564
612,270639,2026-01-22,INTC,True,False,False,False,True,False,-19.1274,-10.1436,-11.1009,-20.0723,-11.0769,-11.5334
613,611191,2026-01-22,LMT,True,True,True,True,False,True,0.1751,7.0869,5.8578,-0.7698,6.1537,5.4253
614,72529783,2026-01-22,GNRC,True,True,True,False,True,True,-2.7889,-2.498,22.6132,-3.7337,-3.4313,22.1807
615,663174498,2026-01-22,BG,True,False,True,False,True,False,3.0978,1.1717,8.3171,2.1529,0.2384,7.8845
616,4347,2026-01-23,ALB,True,False,False,False,True,False,-2.7334,-12.9703,-16.1364,-3.6315,-13.8669,-14.9814
617,4391,2026-01-23,AMD,True,True,True,False,True,True,-2.6725,-5.164,-20.6947,-3.5706,-6.0607,-19.5398
618,9939,2026-01-23,MU,True,True,True,True,True,True,8.9153,9.5459,3.5831,8.0172,8.6492,4.738
619,6607708,2026-01-23,FIX,True,True,True,True,True,True,4.2454,4.8884,15.9242,3.3473,3.9917,17.0791
620,663174498,2026-01-23,BG,True,False,True,False,True,False,1.4965,0.3345,7.1655,0.5984,-0.5621,8.3204
621,4347,2026-01-26,ALB,True,False,False,False,True,False,-13.0804,-17.5336,-10.9776,-13.4672,-15.3524,-9.5514
622,4391,2026-01-26,AMD,True,True,True,False,True,True,-2.0055,-23.4014,-19.1914,-2.3924,-21.2202,-17.7652
623,9939,2026-01-26,MU,True,True,True,True,True,True,12.519,-1.5935,2.7474,12.1321,0.5878,4.1737
624,663174498,2026-01-26,BG,True,False,True,False,True,False,0.079,0.0439,7.0155,-0.3079,2.2251,8.4418
625,4391,2026-01-27,AMD,True,True,True,False,True,True,-2.2854,-17.2956,-19.4223,-2.2739,-16.5953,-17.6049
626,9939,2026-01-27,MU,True,True,True,True,True,True,6.718,-3.7905,-2.5497,6.7295,-3.0902,-0.7323
627,281316445,2026-01-27,BKR,True,True,True,True,True,True,-0.0885,4.2832,5.9469,-0.077,4.9834,7.7643
628,663174498,2026-01-27,BG,True,False,True,False,True,False,-1.8683,-0.2497,4.9333,-1.8568,0.4505,6.7507
629,9939,2026-01-28,MU,True,True,True,True,True,True,0.5789,-11.8958,-8.1557,0.5804,-11.6844,-6.3481
630,32106121,2026-01-28,MPWR,True,True,True,True,True,True,0.9847,3.8217,0.9813,0.9861,4.0331,2.7888
631,281316445,2026-01-28,BKR,True,True,True,True,True,True,-0.3179,5.1563,5.7037,-0.3164,5.3677,7.5112
632,9939,2026-01-29,MU,True,True,True,True,True,True,-3.7518,-11.9989,-3.4053,-3.102,-11.9859,-2.2887
633,270957,2026-01-29,KLAC,True,True,True,True,False,True,-19.5387,-14.5159,-12.1332,-18.8889,-14.5029,-11.0166
634,32106121,2026-01-29,MPWR,True,True,True,True,True,True,-1.5484,1.9465,0.437,-0.8986,1.9595,1.5536
635,732440574,2026-01-29,LRCX,True,True,True,True,True,True,-7.2813,-7.6117,-3.2558,-6.6315,-7.5988,-2.1392
636,9939,2026-01-30,MU,True,True,True,True,True,True,-8.5519,-7.5636,0.5954,-7.7166,-7.8498,1.6778
637,13096,2026-01-30,TXN,True,True,True,True,True,True,3.4192,1.4939,1.1598,4.2545,1.2077,2.2422
638,57698865,2026-01-30,EQT,True,True,True,False,True,True,-4.036,-2.7715,3.5337,-3.2007,-3.0577,4.6161
639,9939,2026-02-02,MU,True,True,True,True,True,True,-12.4029,-5.4431,-3.8442,-12.193,-3.4098,-1.9719
640,13096,2026-02-02,TXN,True,True,True,True,True,True,-2.7732,-0.8933,-2.2888,-2.5633,1.14,-0.4165
641,12729,2026-02-03,TER,True,True,True,True,True,True,9.5519,11.1951,12.5521,8.9109,12.3234,13.5876
642,13096,2026-02-03,TXN,True,True,True,True,True,True,-2.8596,0.4218,-2.3756,-3.5006,1.5501,-1.3401
643,5052,2026-02-05,BALL,True,True,True,False,False,False,2.372,0.5439,-0.2417,0.2321,-0.2279,-2.5336
644,8199,2026-02-05,HSY,True,True,True,True,True,True,2.059,-2.2194,2.3442,-0.0808,-2.9913,0.0524
645,5100583,2026-02-05,FDX,True,True,True,True,False,True,1.0963,3.1157,5.1187,-1.0436,2.3439,2.8268
646,7655,2026-02-06,GLW,True,True,True,False,True,True,8.7917,6.8435,23.0354,8.5977,7.9686,23.2265
647,8199,2026-02-06,HSY,True,True,True,True,True,True,-0.2937,-5.2391,-0.013,-0.4877,-4.114,0.1782
648,7655,2026-02-09,GLW,True,True,True,False,True,True,-0.6622,-1.0655,20.1461,0.9374,0.2991,21.237
649,41045553,2026-02-09,CIEN,True,True,True,False,True,True,4.3669,9.9178,22.1106,5.9664,11.2825,23.2015
650,4901,2026-02-10,VZ,True,True,True,True,False,True,3.2496,3.9249,5.4653,4.589,4.3135,6.2946
651,41045553,2026-02-10,CIEN,True,True,True,False,True,True,1.2153,12.1359,18.4232,2.5546,12.5246,19.2525
652,4901,2026-02-11,VZ,True,True,True,True,False,True,-0.0817,1.4499,3.8799,1.2349,2.8329,5.5607
653,7655,2026-02-11,GLW,True,True,True,False,True,True,-1.7908,9.2927,11.0384,-0.4743,10.6757,12.7191
654,72529783,2026-02-11,GNRC,True,True,True,False,True,True,8.5911,5.7956,2.8932,9.9076,7.1786,4.5739
655,402783527,2026-02-11,VRT,True,True,True,True,False,True,-2.0039,-1.2434,-1.6378,-0.6874,0.1396,0.043
656,4901,2026-02-12,VZ,True,True,True,True,False,True,-1.0716,0.4448,3.518,-1.3035,0.2804,2.9514
657,7655,2026-02-12,GLW,True,True,True,False,True,True,-0.7452,10.4563,10.1445,-0.9772,10.2919,9.5779
658,72529783,2026-02-12,GNRC,True,True,True,False,True,True,8.2186,5.4327,2.3919,7.9867,5.2683,1.8253
659,402783527,2026-02-12,VRT,True,True,True,True,False,True,2.9682,3.7673,6.245,2.7362,3.6029,5.6784
660,713434903,2026-02-12,SW,True,True,False,False,True,False,-1.1669,-9.9767,-12.1159,-1.3988,-10.1411,-12.6825
661,7655,2026-02-13,GLW,True,True,True,False,True,True,-1.0865,8.8341,0.9591,-1.7524,8.7402,1.0236
662,72529783,2026-02-13,GNRC,True,True,True,False,True,True,1.7376,1.3366,-2.5128,1.0716,1.2427,-2.4483
663,402783527,2026-02-13,VRT,True,True,True,True,False,True,3.701,4.6433,6.4896,3.0351,4.5495,6.5541
664,463654490,2026-02-13,TPL,True,True,True,True,True,True,1.9431,16.317,21.0497,1.2771,16.2231,21.1142
665,713434903,2026-02-13,SW,True,True,False,False,True,False,0.5431,-10.2211,-13.5182,-0.1229,-10.315,-13.4537
666,72529783,2026-02-17,GNRC,True,True,True,False,True,True,-2.5743,-3.4653,-11.2867,-2.507,-3.9251,-10.616
667,402783527,2026-02-17,VRT,True,True,True,True,False,True,0.7761,4.6647,8.5493,0.8434,4.2049,9.22
668,463654490,2026-02-17,TPL,True,True,True,True,True,True,17.9236,22.9516,26.5865,17.991,22.4917,27.2572
669,713434903,2026-02-17,SW,True,True,False,False,True,False,-8.9138,-7.497,-17.1783,-8.8464,-7.9569,-16.5076
670,72529783,2026-02-18,GNRC,True,True,True,False,True,True,-0.3941,0.889,-7.725,0.1741,0.8759,-6.3976
671,292491487,2026-02-18,TPR,True,True,True,True,False,True,-1.3097,0.9161,-4.3419,-0.7414,0.903,-3.0145
672,402783527,2026-02-18,VRT,True,True,True,True,False,True,0.9087,5.9784,11.0398,1.477,5.9653,12.3673
673,463654490,2026-02-18,TPL,True,False,True,True,True,True,14.1,20.5078,18.1639,14.6682,20.4947,19.4913
674,713434903,2026-02-18,SW,True,True,False,False,True,False,-10.706,-9.6836,-17.554,-10.1377,-9.6968,-16.2266
675,6607708,2026-02-19,FIX,True,True,True,True,True,True,6.9209,4.712,2.4608,6.5016,4.4344,3.6515
676,41045553,2026-02-19,CIEN,True,True,True,False,True,True,7.6285,11.0926,6.7649,7.2092,10.815,7.9555
677,72529783,2026-02-19,GNRC,True,True,False,False,True,False,3.3851,1.2793,-6.5283,2.9658,1.0017,-5.3376
678,402783527,2026-02-19,VRT,True,True,True,True,False,True,4.1512,6.0438,10.3678,3.7319,5.7662,11.5585
679,463654490,2026-02-19,TPL,True,False,True,True,True,True,9.3288,9.152,7.8654,8.9095,8.8744,9.0561
680,7655,2026-02-20,GLW,True,True,True,False,True,True,14.9953,13.1532,-6.9816,14.4558,13.5956,-3.5918
681,6607708,2026-02-20,FIX,True,True,True,True,True,True,-0.7954,-1.6406,-6.0503,-1.3349,-1.1983,-2.6606
682,41045553,2026-02-20,CIEN,True,True,True,False,True,True,5.4874,5.6068,0.5613,4.9478,6.0492,3.951
683,72529783,2026-02-20,GNRC,True,True,False,False,True,False,3.2244,0.5192,-10.9472,2.6848,0.9616,-7.5575
684,402783527,2026-02-20,VRT,True,True,True,True,False,True,7.5651,5.7436,8.8738,7.0256,6.186,12.2636
685,463654490,2026-02-20,TPL,True,False,True,True,True,True,2.0845,6.2435,5.8194,1.5449,6.6859,9.2092
686,7655,2026-02-23,GLW,True,True,True,False,True,True,8.6816,-7.2358,-9.0878,8.0969,-7.0775,-7.13
687,11899,2026-02-23,EIX,True,False,True,True,False,False,-0.3081,-4.5948,-2.2505,-0.8928,-4.4365,-0.2927
688,41045553,2026-02-23,CIEN,True,True,True,False,True,True,2.578,-13.2061,5.5214,1.9933,-13.0479,7.4792
689,72529783,2026-02-23,GNRC,True,True,False,False,True,False,1.2882,-3.7986,-10.9782,0.7035,-3.6404,-9.0204
690,402783527,2026-02-23,VRT,True,True,True,True,False,True,5.024,1.7643,7.8722,4.4393,1.9226,9.83
691,463654490,2026-02-23,TPL,True,False,True,True,True,True,5.616,4.0688,4.7807,5.0313,4.2271,6.7386
692,41045553,2026-02-24,CIEN,True,True,True,False,True,True,3.2186,-14.1611,6.1803,3.3597,-11.9831,8.8456
693,72529783,2026-02-24,GNRC,True,True,False,False,True,False,-2.0368,-13.2457,-13.9006,-1.8957,-11.0678,-11.2353
694,402783527,2026-02-24,VRT,True,True,True,True,False,True,1.8171,-4.4914,4.5783,1.9582,-2.3135,7.2436
695,463654490,2026-02-24,TPL,True,False,True,True,True,True,-0.1617,-1.3009,-0.9512,-0.0205,0.8771,1.7141
696,7655,2026-02-25,GLW,True,True,True,False,True,True,-1.6019,-19.5599,-19.0363,-0.6252,-17.4132,-15.8105
697,72529783,2026-02-25,GNRC,True,True,False,False,True,False,-2.6207,-12.4567,-13.2725,-1.644,-10.31,-10.0466
698,76791198,2026-02-25,GRMN,True,True,True,True,True,True,1.258,-3.7144,-6.7026,2.2347,-1.5677,-3.4768
699,170167160,2026-02-25,KEYS,True,True,True,True,True,True,3.67,-6.6715,-4.8977,4.6467,-4.5248,-1.6719
700,402783527,2026-02-25,VRT,True,True,True,True,False,True,-1.6934,0.8238,2.3723,-0.7167,2.9706,5.5982
701,463654490,2026-02-25,TPL,True,False,True,True,True,True,4.0741,5.779,3.6998,5.0508,7.9257,6.9256
702,272104927,2026-02-26,AXON,True,True,True,False,True,True,5.2527,1.6122,-7.5937,6.5541,3.2123,-3.5505
703,463654490,2026-02-27,TPL,True,False,True,True,True,True,2.2545,2.9564,1.5697,2.3798,4.0818,5.3876
704,272104927,2026-03-02,AXON,True,True,True,False,True,True,-2.2657,-12.6954,-11.3178,-1.0841,-9.7349,-6.8013
705,463654490,2026-03-02,TPL,True,False,True,True,True,True,1.6381,-0.3992,-0.6063,2.8197,2.5613,3.9101
706,272104927,2026-03-03,AXON,True,True,True,False,True,True,-3.4589,-14.3173,-12.4005,-3.1561,-11.6656,-8.7332
707,463654490,2026-03-03,TPL,True,False,True,True,True,True,3.0842,1.4304,0.8078,3.387,4.082,4.4751
708,212671971,2026-03-04,XYZ,True,True,True,False,True,True,0.4598,-8.2618,-8.2005,1.4611,-5.9119,-3.5371
709,463654490,2026-03-04,TPL,True,False,True,True,True,True,0.6864,-1.7198,-0.1585,1.6877,0.6301,4.5048
710,270662,2026-03-05,INTU,True,True,True,True,True,True,-2.7507,-3.102,-8.5542,-2.1445,-1.2996,-4.9596
711,212671971,2026-03-05,XYZ,True,True,True,False,True,True,-2.6417,-11.1754,-10.938,-2.0355,-9.373,-7.3434
712,270662,2026-03-06,INTU,True,True,True,True,True,True,-8.4627,-5.9979,-10.1045,-9.0502,-5.4996,-6.0458
713,109911821,2026-03-06,NOW,True,True,True,True,True,True,-7.005,-7.6082,-16.6479,-7.5925,-7.1099,-12.5892
714,212671971,2026-03-06,XYZ,True,True,True,False,True,True,-2.5629,-9.7693,-10.493,-3.1504,-9.2711,-6.4343
715,270662,2026-03-09,INTU,True,True,True,True,True,True,-4.5095,-3.8909,-9.4243,-3.1472,-1.1678,-2.5981
716,212671971,2026-03-09,XYZ,True,True,True,False,True,True,-8.6817,-9.9939,-12.9844,-7.3194,-7.2708,-6.1582
717,383858515,2026-03-09,DDOG,True,True,True,False,True,True,-1.5479,1.0734,-9.9175,-0.1856,3.7965,-3.0914
718,270662,2026-03-10,INTU,True,True,True,True,True,True,-0.3613,0.3547,-5.4896,0.8422,4.5795,1.1866
719,212671971,2026-03-10,XYZ,True,True,True,False,True,True,-8.7652,-9.497,-13.064,-7.5617,-5.2721,-6.3878
720,383858515,2026-03-10,DDOG,True,True,True,False,True,True,2.8356,1.625,-5.9067,4.0391,5.8498,0.7695
721,444857009,2026-03-10,PLTR,True,True,True,True,True,True,1.0454,-0.3044,-8.9917,2.2489,3.9205,-2.3154
722,13497,2026-03-11,VLO,True,True,False,False,True,False,0.6579,2.744,6.9379,1.7372,5.8416,10.7807
723,270662,2026-03-11,INTU,True,True,True,True,True,True,2.6927,3.7621,-1.8322,3.7721,6.8597,2.0106
724,89495776,2026-03-11,MPC,True,True,False,True,False,False,0.9703,2.5536,7.6916,2.0496,5.6512,11.5344
725,383858515,2026-03-11,DDOG,True,True,True,False,True,True,-0.7216,1.3648,-7.4045,0.3577,4.4624,-3.5617
726,474515500,2026-03-11,APA,True,True,False,True,True,True,4.7619,18.3803,28.7231,5.8413,21.4779,32.5659
727,13497,2026-03-12,VLO,True,True,False,False,True,False,0.0636,0.67,2.396,-0.6465,2.2735,4.0205
728,35447205,2026-03-12,CF,True,True,True,True,True,True,-9.3456,-11.6324,-5.8971,-10.0557,-10.0289,-4.2726
729,74866700,2026-03-12,LYB,True,False,False,False,False,False,-4.211,-3.8477,3.2019,-4.9211,-2.2442,4.8264
730,88292752,2026-03-12,MOS,True,False,True,False,True,False,-8.0676,-23.2143,-15.3699,-8.7777,-21.6108,-13.7454
731,89495776,2026-03-12,MPC,True,True,False,True,False,False,1.3865,1.0692,3.5163,0.6764,2.6727,5.1408
732,105669270,2026-03-12,PSX,True,True,False,True,True,True,-0.7927,1.5337,0.8903,-1.5028,3.1371,2.5148
733,356576040,2026-03-12,DOW,True,False,False,False,False,False,-1.7829,-4.0979,8.2757,-2.493,-2.4945,9.9002
734,474515500,2026-03-12,APA,True,True,False,True,True,True,6.7242,16.1262,23.0289,6.014,17.7296,24.6533
735,13497,2026-03-13,VLO,True,True,False,False,True,False,3.413,2.949,5.8545,3.5428,3.9923,6.83
736,89495776,2026-03-13,MPC,True,True,False,True,False,False,4.4478,2.8075,6.8751,4.5776,3.8508,7.8505
737,105669270,2026-03-13,PSX,True,True,False,True,True,True,0.0,2.3272,2.0088,0.1299,3.3705,2.9842
738,110619459,2026-03-13,PANW,True,True,True,True,True,True,1.1316,-1.7782,-2.2812,1.2615,-0.7349,-1.3058
739,474515500,2026-03-13,APA,True,True,False,True,True,True,6.2083,13.2289,21.9611,6.3381,14.2722,22.9365
740,89495776,2026-03-16,MPC,True,True,False,True,False,False,1.5681,8.4607,5.4425,3.6084,12.039,6.9521
741,110619459,2026-03-16,PANW,True,True,True,True,True,True,-2.0305,-6.6229,-3.2846,0.0098,-3.0446,-1.7749
742,383858515,2026-03-16,DDOG,True,True,True,False,True,True,2.1016,-1.7935,-7.9561,4.1419,1.7848,-6.4464
743,474515500,2026-03-16,APA,True,True,False,True,True,True,12.9994,23.9143,24.5512,15.0397,27.4926,26.0609
744,13681,2026-03-17,WDC,True,True,False,True,True,True,-6.061,-12.259,-3.0783,-3.7637,-6.7878,-1.3102
745,98542021,2026-03-17,EXPE,True,True,True,True,False,True,-1.9067,-6.4,-5.0611,0.3906,-0.9288,-3.2931
746,383858515,2026-03-17,DDOG,True,True,True,False,True,True,0.2794,-11.1663,-9.5988,2.5766,-5.6951,-7.8308
747,474515500,2026-03-17,APA,True,True,False,True,True,True,8.8096,23.7524,19.9331,11.1069,29.2236,21.7012
748,491932113,2026-03-17,STX,True,True,True,False,False,False,-4.0538,-9.7414,7.6492,-1.7565,-4.2702,9.4173
749,10880,2026-03-18,OXY,True,False,False,False,True,False,3.3059,13.4635,7.8109,4.2206,17.9175,8.145
750,13681,2026-03-18,WDC,True,True,False,True,True,True,-3.3158,-17.4582,2.3155,-2.4012,-13.0042,2.6496
751,754442,2026-03-18,DVN,True,True,True,True,True,True,0.6852,6.9767,3.7168,1.5999,11.4307,4.0509
752,383858515,2026-03-18,DDOG,True,True,True,False,True,True,-1.5465,-11.7705,-11.2144,-0.6319,-7.3165,-10.8803
753,474515500,2026-03-18,APA,True,True,False,True,True,True,6.6102,19.4756,17.345,7.5249,23.9295,17.6791
754,10880,2026-03-19,OXY,True,False,False,False,True,False,2.803,11.1782,0.3189,3.8063,15.3962,-2.1379
755,13681,2026-03-19,WDC,True,True,False,True,True,True,-5.0106,-20.5913,6.8943,-4.0072,-16.3734,4.4375
756,41045553,2026-03-19,CIEN,True,True,True,False,True,True,4.0719,-11.5323,19.7368,5.0753,-7.3144,17.28
757,201113895,2026-03-19,LITE,True,True,True,True,False,True,3.8672,-15.1969,16.0452,4.8706,-10.979,13.5884
758,474515500,2026-03-19,APA,True,True,False,True,True,True,7.1992,14.9238,1.8129,8.2025,19.1417,-0.6439
759,491932113,2026-03-19,STX,True,True,True,False,False,False,-2.2181,-16.6061,14.197,-1.2148,-12.3881,11.7402
760,10880,2026-03-20,OXY,True,False,False,False,True,False,1.8778,9.1089,-3.5908,0.6058,11.6684,-8.423
761,13681,2026-03-20,WDC,True,True,False,True,True,True,1.0372,-14.1351,15.2781,-0.2348,-11.5756,10.4459
762,6220356,2026-03-20,AKAM,True,True,True,False,True,True,7.8476,-0.2353,-0.7875,6.5755,2.3241,-5.6196
763,41045553,2026-03-20,CIEN,True,True,True,False,True,True,14.017,-4.9207,26.9582,12.745,-2.3612,22.1261
764,201113895,2026-03-20,LITE,True,True,True,True,False,True,10.0262,-7.2995,26.5846,8.7542,-4.74,21.7524
765,474515500,2026-03-20,APA,True,True,False,True,True,True,5.6507,11.8384,-0.358,4.3787,14.3979,-5.1901
766,491932113,2026-03-20,STX,True,True,True,False,False,False,0.4839,-11.8668,21.7737,-0.7881,-9.3074,16.9415
767,10880,2026-03-23,OXY,True,False,False,False,True,False,9.8325,4.4105,-3.7307,13.4045,4.3419,-8.4181
768,10885,2026-03-23,COP,True,True,True,False,True,True,4.4815,2.6181,-2.8068,8.0535,2.5495,-7.4942
769,13497,2026-03-23,VLO,True,True,False,False,True,False,5.4257,2.8224,1.9757,8.9976,2.7537,-2.7117
770,13681,2026-03-23,WDC,True,True,False,True,True,True,-14.6274,0.0611,18.7829,-11.0554,-0.0076,14.0955
771,6220356,2026-03-23,AKAM,True,True,True,False,True,True,-3.6791,3.1198,-17.0322,-0.1071,3.0511,-21.7196
772,41045553,2026-03-23,CIEN,True,True,True,False,True,True,-10.5173,9.772,17.6514,-6.9453,9.7033,12.964
773,201113895,2026-03-23,LITE,True,True,True,True,False,True,-10.1735,13.4344,19.5116,-6.6016,13.3657,14.8243
774,346218218,2026-03-23,DELL,True,True,True,False,False,False,0.0425,5.942,15.3108,3.6145,5.8734,10.6234
775,474515500,2026-03-23,APA,True,True,False,True,True,True,12.0676,7.712,1.1786,15.6396,7.6434,-3.5088
776,10880,2026-03-24,OXY,True,False,False,False,True,False,8.1469,2.7918,-5.2082,11.3941,1.9115,-10.2481
777,10885,2026-03-24,COP,True,True,True,False,True,True,2.7368,1.7704,-4.4298,5.984,0.8901,-9.4698
778,754442,2026-03-24,DVN,True,True,True,True,True,True,2.4866,-1.2333,-5.9678,5.7338,-2.1136,-11.0077
779,41045553,2026-03-24,CIEN,True,True,True,False,True,True,-14.9937,1.1365,11.7658,-11.7465,0.2562,6.7258
780,89495776,2026-03-24,MPC,True,True,False,True,False,False,0.5125,-1.0291,-7.634,3.7597,-1.9094,-12.6739
781,201113895,2026-03-24,LITE,True,True,True,True,False,True,-18.3543,-3.7045,8.6273,-15.1072,-4.5848,3.5873
782,346218218,2026-03-24,DELL,True,True,True,False,False,False,-6.9244,-2.1084,7.2805,-3.6772,-2.9887,2.2406
783,474515500,2026-03-24,APA,True,True,False,True,True,True,7.2059,5.4412,-3.2108,10.4531,4.5609,-8.2507
784,10880,2026-03-25,OXY,True,False,False,False,True,False,7.0978,1.7947,-10.4608,10.8812,1.4734,-16.1914
785,6220356,2026-03-25,AKAM,True,True,True,False,True,True,-7.4948,-3.8187,-25.4385,-3.7114,-4.14,-31.1692
786,41045553,2026-03-25,CIEN,True,True,True,False,True,True,-16.6095,-0.7859,6.7375,-12.8262,-1.1072,1.0068
787,201113895,2026-03-25,LITE,True,True,True,True,False,True,-15.7469,-0.6292,9.7302,-11.9635,-0.9505,3.9995
788,209411798,2026-03-25,HPE,True,False,True,False,False,False,-12.2964,-4.6548,-5.0815,-8.513,-4.976,-10.8121
789,346218218,2026-03-25,DELL,True,True,True,False,False,False,-10.5157,-5.8855,0.2717,-6.7324,-6.2068,-5.4589
790,474515500,2026-03-25,APA,True,True,False,True,True,True,5.8567,4.1142,-10.3824,9.6401,3.793,-16.113
791,12200,2026-03-26,SLB,True,True,False,False,True,False,-1.7587,-4.8366,0.2103,-2.5726,-6.982,-8.2924
792,41045553,2026-03-26,CIEN,True,True,True,False,True,True,0.0619,11.9256,22.6217,-0.752,9.7801,14.119
793,115441080,2026-03-26,FANG,True,False,True,False,True,False,-2.1762,-3.9171,-8.0716,-2.99,-6.0625,-16.5743
794,201113895,2026-03-26,LITE,True,True,True,True,False,True,2.0267,12.1196,19.6298,1.2129,9.9742,11.1271
795,209411798,2026-03-26,HPE,True,False,True,False,False,False,-5.0259,-1.9545,-1.795,-5.8398,-4.1,-10.2977
796,281316445,2026-03-26,BKR,True,True,False,False,True,False,-2.1007,-2.662,-3.6722,-2.9145,-4.8074,-12.1749
797,346218218,2026-03-26,DELL,True,True,True,False,False,False,-6.6488,-1.5015,0.8304,-7.4627,-3.647,-7.6723
798,474515500,2026-03-26,APA,True,True,False,True,True,True,-0.8411,0.514,-14.486,-1.655,-1.6314,-22.9887
799,4347,2026-03-27,ALB,True,False,False,False,True,False,-0.5461,-3.5776,20.156,-3.8816,-7.495,9.4998
800,7890,2026-03-27,HAL,True,True,False,False,True,False,-5.9871,-6.4325,-5.616,-9.3226,-10.3499,-16.2722
801,10880,2026-03-27,OXY,True,False,False,False,True,False,-4.7306,-3.613,-12.9363,-8.066,-7.5304,-23.5925
802,12200,2026-03-27,SLB,True,True,False,False,True,False,-6.486,-6.9533,-3.3084,-9.8215,-10.8707,-13.9646
803,754442,2026-03-27,DVN,True,True,True,True,True,True,-6.6833,-4.6476,-12.0799,-10.0188,-8.565,-22.7361
804,41045553,2026-03-27,CIEN,True,True,True,False,True,True,3.4312,8.1298,23.2962,0.0957,4.2124,12.64
805,201113895,2026-03-27,LITE,True,True,True,True,False,True,8.8114,9.8971,26.8225,5.4759,5.9797,16.1663
806,281316445,2026-03-27,BKR,True,True,False,False,True,False,-4.5555,-3.9861,-4.1443,-7.891,-7.9035,-14.8005
807,346218218,2026-03-27,DELL,True,True,True,False,False,False,-1.4144,0.7974,12.3858,-4.7498,-3.12,1.7296
808,474515500,2026-03-27,APA,True,True,False,True,True,True,-6.8484,-3.0863,-14.6204,-10.1839,-7.0037,-25.2766
809,6890,2026-03-30,EOG,True,True,False,True,True,True,-4.5633,-8.8798,-13.8301,-8.8294,-16.4656,-25.9747
810,7890,2026-03-30,HAL,True,True,False,False,True,False,-3.6679,-3.999,-6.5716,-7.9339,-11.5848,-18.7161
811,10880,2026-03-30,OXY,True,False,False,False,True,False,-4.9517,-11.6395,-17.7536,-9.2177,-19.2253,-29.8982
812,12200,2026-03-30,SLB,True,True,False,False,True,False,-3.3961,1.96,1.3002,-7.6621,-5.6258,-10.8444
813,754442,2026-03-30,DVN,True,True,True,True,True,True,-3.6297,-7.0652,-12.7717,-7.8957,-14.651,-24.9163
814,35447205,2026-03-30,CF,True,True,True,True,True,True,-4.811,-13.2413,-15.7413,-9.0771,-20.8271,-27.8858
